"Route ID:","Route Location:","X (Longitude)","Y (Latitude)"
6341,"BRUNSWICK ST BETWEEN ALLISON ST AND UNNAMED #068",-122.44139489,37.71114226
6344,"BRUNSWICK ST BETWEEN CURTIS ST AND UNNAMED #070",-122.43933519,37.71168248
2916,"Brunswick St BETWEEN Newton St AND Curtis St",-122.43882231,37.71181864
2932,"BRUNSWICK ST BETWEEN NEWTON ST AND UNNAMED #071",-122.43831082,37.71195444
6342,"Brunswick St BETWEEN Pope St AND Allison St",-122.44087365,37.71127796
6342,"BRUNSWICK ST BETWEEN UNNAMED 069 AND ALLISON ST",-122.44087365,37.71127796
2916,"BRUNSWICK ST BETWEEN UNNAMED 071 AND CURTIS ST",-122.43882231,37.71181864
13583,"BRUSSELS ST BETWEEN OLMSTEAD ST AND MANSELL ST",-122.4033041,37.72167234
5943,"BRUSSELS ST BETWEEN ORDWAY ST AND WARD ST",-122.40233601,37.7193232
2282,"BRUSSELS ST BETWEEN WARD ST AND HARKNESS AVE",-122.40185223,37.71811745
2367,"BRUSSELS ST BETWEEN WAYLAND ST AND WOOLSEY ST",-122.40483613,37.7253168
2080,"BRYANT ST BETWEEN 04TH ST AND 05TH ST",-122.39917886,37.77868297
1711,"BRYANT ST BETWEEN 07TH ST AND LANGTON ST",-122.40501715,37.77406867
13658,"Bryant St BETWEEN 08Th St AND Converse St",-122.40723512,37.77231533
13656,"Bryant St BETWEEN 09Th St AND Dore St",-122.40883273,37.77105552
6321,"BRYANT ST BETWEEN 15TH ST AND 16TH ST",-122.41054824,37.76625464
1436,"BRYANT ST BETWEEN 21ST ST AND 22ND ST",-122.40952353,37.75679479
1264,"BRYANT ST BETWEEN 22ND ST AND 23RD ST",-122.40935954,37.75519714
8401,"BRYANT ST BETWEEN 25TH ST AND 26TH ST",-122.40890156,37.75040072
8400,"BRYANT ST BETWEEN 26TH ST AND CESAR CHAVEZ ST",-122.4087658,37.74897674
5513,"BRYANT ST BETWEEN CESAR CHAVEZ ST AND PRECITA AVE",-122.40868475,37.74815288
13657,"BRYANT ST BETWEEN CONVERSE ST AND 09TH ST",-122.40801651,37.77169759
13655,"Bryant St BETWEEN Dore St AND 10Th St",-122.40943513,37.77058438
13659,"Bryant St BETWEEN I-80 E On Ramp AND 08Th St",-122.40677929,37.77267568
5931,"BRYANT ST BETWEEN JACK LONDON ALY AND 03RD ST",-122.39528653,37.7817604
1686,"Bryant St BETWEEN Langton St AND Kate St",-122.40582195,37.77343248
2257,"BRYANT ST BETWEEN STERLING ST AND 02ND ST",-122.39322906,37.78338525
8387,"BRYANT ST BETWEEN THE EMBARCADERO AND MAIN ST",-122.38831838,37.7870647
1079,"BUCARELI DR BETWEEN JUAN BAUTISTA CIR AND GONZALEZ DR",-122.47932732,37.71742248
5015,"BUCHANAN ST BETWEEN BUSH ST AND PINE ST",-122.43026215,37.78790457
6297,"Buchanan St BETWEEN Fell St AND Hayes St",-122.42777157,37.77555194
6303,"BUCHANAN ST BETWEEN HAIGHT ST AND ROSE ST",-122.42720942,37.77276331
4595,"BUCHANAN ST BETWEEN JACKSON ST AND PACIFIC AVE",-122.43135574,37.79332788
862,"BUCHANAN ST BETWEEN LILY ST AND OAK ST",-122.42749912,37.77415499
8423,"Buchanan St BETWEEN Lombard St AND Chestnut St",-122.43281208,37.80051656
6307,"Buchanan St BETWEEN Market St AND Hermann St",-122.42663552,37.77008288
893,"BUCHANAN ST BETWEEN PAGE ST AND LILY ST",-122.42740463,37.77368848
5050,"BUCHANAN ST BETWEEN SUTTER ST AND BUSH ST",-122.43007366,37.78697234
6305,"Buchanan St BETWEEN Waller St AND Haight St",-122.42701684,37.77182576
6305,"BUCHANAN ST BETWEEN WALLER ST AND LAUSSAT ST",-122.42701684,37.77182576
4658,"Buchanan St BETWEEN Washington St AND Jackson St",-122.43117747,37.79244855
8412,"Buena Vista Ave East BETWEEN Haight St AND Duboce Ave",-122.43974006,37.77048822
1078,"Buena Vista Ave West BETWEEN Buena Vista Ave East AND Java St",-122.44326108,37.76647458
835,"BUENA VISTA AVE WEST BETWEEN FREDERICK ST AND CENTRAL AVE",-122.44361094,37.76824004
5129,"BUENA VISTA AVE WEST BETWEEN WALLER ST AND HAIGHT ST",-122.4431243,37.77002788
1664,"Buena Vista Ter BETWEEN Duboce Ave AND Roosevelt Way",-122.43819512,37.76692494
8454,"BURKE AVE BETWEEN START: 1500-1599 BLOCK AND 03RD ST",-122.38598067,37.74441723
4614,"BURNETT AVE BETWEEN CRESTLINE DR AND GLENVIEW DR",-122.44497396,37.7488176
4812,"BURNETT AVE BETWEEN FENTON LN AND CRESTLINE DR",-122.44485486,37.7494602
4897,"BURNETT AVE BETWEEN GARDENSIDE DR AND PARKRIDGE DR",-122.44552075,37.75072025
4874,"BURNETT AVE BETWEEN PARKRIDGE DR AND FENTON LN",-122.4453955,37.75006321
8432,"Burritt St BETWEEN Bush St AND End: 1-99 Block",-122.40745203,37.79008664
9839,"BURROWS ST BETWEEN OXFORD ST AND HARVARD ST",-122.41938153,37.72483777
8430,"BURROWS ST BETWEEN SAN BRUNO AVE AND GIRARD ST",-122.40459536,37.72870466
8431,"BURROWS ST BETWEEN START: 1-99 BLOCK AND SAN BRUNO AVE",-122.40389138,37.72888964
9955,"BURROWS ST BETWEEN UNIVERSITY ST AND CAMPUS LN",-122.41475648,37.72633754
6229,"BUSH ST BETWEEN BRODERICK ST AND BAKER ST",-122.4425483,37.78586316
6235,"BUSH ST BETWEEN COTTAGE ROW AND FILLMORE ST",-122.43292298,37.78708921
6234,"BUSH ST BETWEEN FILLMORE ST AND STEINER ST",-122.43428284,37.78691561
12637,"BUSH ST BETWEEN FRANKLIN ST AND GOUGH ST",-122.42441529,37.78817496
12636,"BUSH ST BETWEEN GOUGH ST AND OCTAVIA ST",-122.42605057,37.78796632
3933,"BUSH ST BETWEEN LYON ST AND EUCLID AVE",-122.44572078,37.78545947
6237,"BUSH ST BETWEEN MASON ST AND TAYLOR ST",-122.41125456,37.78984567
6247,"Bush St BETWEEN Montgomery St AND Kearny St",-122.40385125,37.79078276
12646,"BUSH ST BETWEEN POLK ST AND VAN NESS AVE",-122.42112773,37.78859435
6238,"Bush St BETWEEN Powell St AND Mason St",-122.40960968,37.79005547
6233,"BUSH ST BETWEEN STEINER ST AND PIERCE ST",-122.43592616,37.78670579
4007,"BUSH ST BETWEEN STOCKTON ST AND POWELL ST",-122.40837827,37.79021102
12632,"BUSH ST BETWEEN WEBSTER ST AND COTTAGE ROW",-122.43209962,37.78719432
9933,"Byxbee St BETWEEN 19th Ave AND Sargent St",-122.46980813,37.71518759
6219,"CABRILLO ST BETWEEN 04TH AVE AND 05TH AVE",-122.46226909,37.77544266
6210,"CABRILLO ST BETWEEN 14TH AVE AND 15TH AVE",-122.47299874,37.77495349
6209,"CABRILLO ST BETWEEN 15TH AVE AND 16TH AVE",-122.47412455,37.77490218
6204,"CABRILLO ST BETWEEN 20TH AVE AND 21ST AVE",-122.47950586,37.77465673
774,"CABRILLO ST BETWEEN 31ST AVE AND 32ND AVE",-122.49128773,37.77411847
3347,"CABRILLO ST BETWEEN 34TH AVE AND 35TH AVE",-122.49450364,37.77397135
6007,"Cabrillo St BETWEEN 35th Ave AND 36th Ave",-122.49557721,37.77392221
6193,"Cabrillo St BETWEEN 40th Ave AND 41st Ave",-122.50092452,37.77367733
9913,"CABRILLO ST BETWEEN 43RD AVE AND 44TH AVE",-122.50414442,37.77352976
3239,"Cabrillo St BETWEEN 44th Ave AND 45th Ave",-122.50521367,37.77348074
6187,"CABRILLO ST BETWEEN 45TH AVE AND 46TH AVE",-122.50628417,37.77343165
10096,"CAINE AVE BETWEEN RIDGE LN AND LAKEVIEW AVE",-122.4505051,37.71735296
6133,"CALIFORNIA ST BETWEEN 07TH AVE AND 08TH AVE",-122.46616338,37.78478403
6131,"CALIFORNIA ST BETWEEN 09TH AVE AND 10TH AVE",-122.468302,37.78464477
6129,"California St BETWEEN 11th Ave AND 12th Ave",-122.47044467,37.78454863
6125,"California St BETWEEN 14th Ave AND 15th Ave",-122.47368267,37.78439596
6123,"CALIFORNIA ST BETWEEN 16TH AVE AND 17TH AVE",-122.47590377,37.78429529
6115,"CALIFORNIA ST BETWEEN 23RD AVE AND 24TH AVE",-122.4834031,37.78395507
6113,"California St BETWEEN 25th Ave AND 26th Ave",-122.48554983,37.78385786
6112,"CALIFORNIA ST BETWEEN 26TH AVE AND 27TH AVE",-122.48661971,37.78380946
6110,"California St BETWEEN 28th Ave AND 29th Ave",-122.48875361,37.78371288
1484,"California St BETWEEN Baker St AND Lyon St",-122.44457773,37.78754269
6155,"CALIFORNIA ST BETWEEN FILLMORE ST AND STEINER ST",-122.43466261,37.78880162
2181,"California St BETWEEN Grant Ave AND Stockton St",-122.40711859,37.79230171
1615,"CALIFORNIA ST BETWEEN HYDE ST AND LARKIN ST",-122.41821377,37.79088063
9912,"CALIFORNIA ST BETWEEN LARKIN ST AND POLK ST",-122.4198618,37.79068316
1165,"CALIFORNIA ST BETWEEN LAUREL ST AND LOCUST ST",-122.45093741,37.7867255
6164,"California St BETWEEN Leavenworth St AND Hyde St",-122.41674583,37.79106473
2960,"CALIFORNIA ST BETWEEN LEIDESDORFF ST AND MONTGOMERY ST",-122.40236226,37.79290278
1468,"California St BETWEEN Lyon St AND Presidio Ave",-122.44609749,37.78735001
6167,"California St BETWEEN Mason St AND Taylor St",-122.41208638,37.79167438
9911,"CALIFORNIA ST BETWEEN POLK ST AND VAN NESS AVE",-122.42150817,37.79047396
1868,"California St BETWEEN Powell St AND Stockton St",-122.40861379,37.79211036
2181,"CALIFORNIA ST BETWEEN SABIN PL AND STOCKTON ST",-122.40711859,37.79230171
6152,"CALIFORNIA ST BETWEEN SCOTT ST AND DIVISADERO ST",-122.43960673,37.78817279
6145,"CALIFORNIA ST BETWEEN SPRUCE ST AND PARKER AVE",-122.45409055,37.78633078
6166,"CALIFORNIA ST BETWEEN TAYLOR ST AND JONES ST",-122.41328409,37.79152178
1251,"CALIFORNIA ST BETWEEN WALNUT ST AND LAUREL ST",-122.44929341,37.78694352
6104,"CAMBON DR BETWEEN UNNAMED 088 AND FONT BLVD",-122.47428024,37.71667379
6099,"CAMBRIDGE ST BETWEEN BACON ST AND WAYLAND ST",-122.41716315,37.72342063
9923,"Cambridge St BETWEEN Silver Ave AND Silliman St",-122.41914424,37.72821786
6103,"Cambridge St BETWEEN Stoneybrook Ave AND Stoneyford Ave",-122.42134904,37.73119662
6102,"Cambridge St BETWEEN Stoneyford Ave AND Gladstone Dr",-122.42056502,37.7313859
6097,"CAMELLIA AVE BETWEEN ADMIRAL AVE AND CASTLE MANOR AVE",-122.43118011,37.72999818
5031,"Cameo Way BETWEEN Amber Dr AND Duncan St",-122.44409525,37.74523976
6087,"CAMPBELL AVE BETWEEN BRUSSELS ST AND GOETTINGEN ST",-122.4011001,37.71498524
4448,"Campbell Ave BETWEEN Rutland St AND Delta St",-122.40724992,37.71553988
10023,"CANYON DR BETWEEN ROBINSON DR AND SOUTH HILL BLVD",-122.42959261,37.70886892
3793,"Canyon Dr BETWEEN South Hill Blvd AND County Line",-122.43127457,37.70885565
5994,"CAPITOL AVE BETWEEN BROAD ST AND FARALLONES ST",-122.45902991,37.71361368
3595,"CAPITOL AVE BETWEEN FARALLONES ST AND LOBOS ST",-122.45904076,37.71448182
6312,"CAPITOL AVE BETWEEN HABITAT TER AND SAGAMORE ST",-122.45900327,37.71118036
3271,"CAPITOL AVE BETWEEN LAKEVIEW AVE AND GRAFTON AVE",-122.45919282,37.71912691
3612,"CAPITOL AVE BETWEEN SADOWA ST AND BROAD ST",-122.45901978,37.71273389
3623,"CAPITOL AVE BETWEEN SAGAMORE ST AND SADOWA ST",-122.45901029,37.71184153
6065,"CAPP ST BETWEEN 16TH ST AND 17TH ST",-122.4186187,37.76429565
3030,"CAPP ST BETWEEN 20TH ST AND 21ST ST",-122.4178883,37.7578996
2859,"CAPP ST BETWEEN 26TH ST AND MISSION ST",-122.41748111,37.74856395
16965,"CARD ALY BETWEEN STOCKTON ST AND END: 1-99 BLOCK",-122.4092021,37.79900039
6053,"CARDENAS AVE BETWEEN GONZALEZ DR AND CAMBON DR",-122.47519528,37.71899597
2554,"CARDENAS AVE BETWEEN SERRANO DR AND CRESPI DR",-122.4767292,37.71975808
6050,"CARGO WAY BETWEEN MENDELL ST AND AMADOR ST",-122.3846622,37.74483398
2188,"CARL ST BETWEEN WILLARD ST AND HILLWAY AVE",-122.45558152,37.7650827
1946,"CARMEL ST BETWEEN BELVEDERE ST AND COLE ST",-122.44829213,37.76089205
6042,"CAROLINA ST BETWEEN 15TH ST AND 16TH ST",-122.40081614,37.76683943
10008,"CAROLINA ST BETWEEN CAIRE TER AND WISCONSIN ST",-122.39866842,37.75257226
5162,"CAROLINA ST BETWEEN CORAL RD AND CORAL RD",-122.39948136,37.75344031
747,"CAROLINA ST BETWEEN SOUTHERN HEIGHTS AVE AND 22ND ST",-122.39991466,37.75738116
6030,"CARRIE ST BETWEEN CHENERY ST AND WILDER ST",-122.4327424,37.73428368
5149,"CARROLL AVE BETWEEN HAWES ST AND INGALLS ST",-122.38868909,37.72232408
6006,"Casa Way BETWEEN Retiro Way AND Marina Blvd",-122.43908457,37.80562954
9986,"CASELLI AVE BETWEEN 19TH ST AND EAGLE ST",-122.44406455,37.75886378
9987,"CASELLI AVE BETWEEN DANVERS ST AND 19TH ST",-122.44341544,37.75937927
5006,"Cashmere St BETWEEN Hudson Ave AND Whitney Young Cir",-122.38459374,37.73613885
5991,"CASITAS AVE BETWEEN LUDLOW ALY AND LANSDALE AVE",-122.45999627,37.73786218
5980,"Castenada Ave BETWEEN San Marcos Ave AND End",-122.46682363,37.74566671
5977,"CASTLE ST BETWEEN GREEN ST AND UNION ST",-122.40514553,37.80046728
5969,"CASTRO ST BETWEEN 14TH ST AND HENRY ST",-122.43558613,37.76692793
5963,"CASTRO ST BETWEEN 18TH ST AND 19TH ST",-122.43492719,37.76008905
3611,"CASTRO ST BETWEEN 22ND ST AND ALVARADO ST",-122.4343554,37.75409184
13575,"CASTRO ST BETWEEN 24TH ST AND JERSEY ST",-122.43404802,37.75089933
5957,"Castro St BETWEEN 25th St AND Clipper St",-122.4338901,37.74929589
5956,"CASTRO ST BETWEEN CLIPPER ST AND 26TH ST",-122.43381009,37.74849624
4613,"CASTRO ST BETWEEN DIVISADERO ST AND LLOYD ST",-122.43648415,37.77006827
5970,"Castro St BETWEEN Duboce Ave AND 14th St",-122.43570918,37.76819321
5968,"CASTRO ST BETWEEN HENRY ST AND 15TH ST",-122.43551004,37.76612768
3914,"CASTRO ST BETWEEN HILL ST AND 22ND ST",-122.43443191,37.75489149
5958,"CASTRO ST BETWEEN JERSEY ST AND 25TH ST",-122.4339678,37.75009537
13578,"CASTRO ST BETWEEN MARKET ST AND 18TH ST",-122.43508436,37.76178068
5950,"CASTRO ST BETWEEN SUSSEX ST AND LAIDLEY ST",-122.43249676,37.73543004
13571,"CASTRO ST BETWEEN VALLEY ST AND 29TH ST",-122.43335706,37.74370587
5922,"CAYUGA AVE BETWEEN ALEMANY BLVD AND SICKLES AVE",-122.45422773,37.71045344
10093,"CAYUGA AVE BETWEEN FOOTE AVE AND MODOC AVE",-122.44840945,37.71503464
2594,"CAYUGA AVE BETWEEN GORHAM ST AND TINGLEY ST",-122.43447139,37.73007944
10095,"Cayuga Ave BETWEEN Niagara Ave AND Mount Vernon Ave",-122.44497618,37.71775834
2433,"CAYUGA AVE BETWEEN OCEAN AVE AND VALERTON CT",-122.43907933,37.72316736
5929,"CAYUGA AVE BETWEEN ONEIDA AVE AND SUNBEAM LN",-122.44070871,37.72055858
5930,"Cayuga Ave BETWEEN Onondaga Ave AND Oneida Ave",-122.44029108,37.72122526
2579,"CAYUGA AVE BETWEEN SAN JUAN AVE AND SANTA YNEZ AVE",-122.43829803,37.72444793
5939,"CAYUGA AVE BETWEEN SANTA ROSA AVE AND SAN JUAN AVE",-122.43736957,37.72613142
5921,"CAYUGA AVE BETWEEN SICKLES AVE AND REGENT ST",-122.45517697,37.70971047
5941,"CAYUGA AVE BETWEEN THERESA ST AND COTTER ST",-122.4354727,37.7289854
5942,"Cayuga Ave BETWEEN Tingley St AND Theresa St",-122.43493626,37.7295946
1838,"CEDAR ST BETWEEN LARKIN ST AND POLK ST",-122.41900597,37.78646247
5917,"CEDRO AVE BETWEEN MONCADA WAY AND MERCEDES WAY",-122.46979632,37.72711641
1778,"CEDRO AVE BETWEEN OCEAN AVE AND MONCADA WAY",-122.46814623,37.72715791
5916,"CENTRAL AVE BETWEEN BUENA VISTA AVE WEST AND WALLER ST",-122.44340875,37.76922062
5912,"Central Ave BETWEEN Fell St AND Hayes St",-122.4443104,37.77368078
10079,"CENTRAL AVE BETWEEN FULTON ST AND MCALLISTER ST",-122.44487325,37.77648713
1685,"CENTRAL AVE BETWEEN GOLDEN GATE AVE AND TURK BLVD",-122.44525125,37.77836157
5914,"Central Ave BETWEEN Haight St AND Page St",-122.44374262,37.77089224
5915,"CENTRAL AVE BETWEEN WALLER ST AND HAIGHT ST",-122.44355526,37.76996168
5314,"CENTURY PL BETWEEN PINE ST AND END: 1-99 BLOCK",-122.4015897,37.79178567
10066,"CERES ST BETWEEN THORNTON AVE AND WILLIAMS AVE",-122.39431965,37.73022681
1289,"Cerritos Ave BETWEEN Moncada Way AND Mercedes Way",-122.47018574,37.72647148
1520,"CERRITOS AVE BETWEEN OCEAN AVE AND MONCADA WAY",-122.467822,37.7266048
17004,"CESAR CHAVEZ ON RAMP BETWEEN HAMPSHIRE ST AND CESAR CHAVEZ ST",-122.40665645,37.74888232
3839,"CESAR CHAVEZ ST BETWEEN CESAR CHAVEZ ST AND CASTRO ST",-122.43291322,37.74734335
3871,"CESAR CHAVEZ ST BETWEEN FOLSOM ST AND SHOTWELL ST",-122.41429452,37.74819565
3846,"Cesar Chavez St BETWEEN Guerrero St AND Dolores St",-122.42362507,37.74790738
3908,"CESAR CHAVEZ ST BETWEEN HAMPSHIRE ST AND YORK ST",-122.40729599,37.74853435
3859,"CESAR CHAVEZ ST BETWEEN MISSION ST AND VALENCIA ST",-122.41925066,37.7480926
7877,"CESAR CHAVEZ ST BETWEEN MISSISSIPPI ST AND MISSOURI ST",-122.39432406,37.74985948
3870,"CESAR CHAVEZ ST BETWEEN SHOTWELL ST AND SOUTH VAN NESS AVE",-122.41538578,37.74817181
3857,"CESAR CHAVEZ ST BETWEEN VALENCIA ST AND SAN JOSE AVE",-122.42082513,37.74805902
8218,"CHANNEL ST BETWEEN 03RD ST AND 04TH ST",-122.39074123,37.77443255
5888,"CHANNEL ST BETWEEN 07TH ST AND CAROLINA ST",-122.39981833,37.76896887
16514,"CHANNEL ST BETWEEN EL DORADO ST AND CORINNE WOODS WAY",-122.39379645,37.77261973
5005,"CHAPMAN ST BETWEEN PRENTISS ST AND BANKS ST",-122.41225266,37.74175819
5570,"Charles St BETWEEN Chenery St AND Arlington St",-122.42567658,37.73828347
3766,"Chattanooga St BETWEEN 22nd St AND 23rd St",-122.42655593,37.75416091
3329,"CHENERY ST BETWEEN CARRIE ST AND DIAMOND ST",-122.43326402,37.73451389
5864,"CHENERY ST BETWEEN CASTRO ST AND CARRIE ST",-122.43253195,37.73454611
2983,"CHENERY ST BETWEEN CHILTON AVE AND BURNSIDE AVE",-122.43724507,37.73514399
5865,"CHENERY ST BETWEEN NATICK ST AND CASTRO ST",-122.43213742,37.73457591
2564,"Cherry St BETWEEN Washington St AND Clay St",-122.45714599,37.78824448
1982,"CHESTER AVE BETWEEN RANDOLPH ST AND CHESTER AVE",-122.4704578,37.71382616
543,"CHESTNUT ST BETWEEN BAKER ST AND LYON ST",-122.44681356,37.79947299
757,"CHESTNUT ST BETWEEN CULEBRA TER AND CULEBRA TER",-122.42240989,37.80257628
713,"Chestnut St BETWEEN Culebra Ter AND Polk St",-122.42280737,37.80252554
5827,"CHESTNUT ST BETWEEN FILLMORE ST AND MALLORCA WAY",-122.43678679,37.80074894
5219,"CHESTNUT ST BETWEEN LAGUNA ST AND BUCHANAN ST",-122.43213448,37.80134032
5839,"CHESTNUT ST BETWEEN LEAVENWORTH ST AND CHESTNUT ST",-122.41860071,37.80307844
5216,"CHESTNUT ST BETWEEN MALLORCA WAY AND STEINER ST",-122.43759456,37.80064624
5825,"CHESTNUT ST BETWEEN PIERCE ST AND AVILA ST",-122.43990689,37.80035222
629,"CHESTNUT ST BETWEEN POLK ST AND VAN NESS AVE",-122.42390953,37.80238536
5835,"CHESTNUT ST BETWEEN START: 1130-1151 BLOCK AND CULEBRA TER",-122.42224184,37.80259767
990,"Chestnut St BETWEEN Stockton St AND Powell St",-122.41075871,37.80406554
5841,"CHESTNUT ST BETWEEN TAYLOR ST AND JONES ST",-122.41569378,37.80344515
5849,"CHESTNUT ST BETWEEN THE EMBARCADERO AND MONTGOMERY ST",-122.40423351,37.80489779
5843,"CHESTNUT ST BETWEEN VENARD ALY AND MASON ST",-122.41303659,37.80378424
5214,"CHICAGO WAY BETWEEN LAPHAM WAY AND SOUTH HILL BLVD",-122.43082904,37.71091221
5207,"Chicago Way BETWEEN Naylor St AND Cordova St",-122.43340391,37.70926181
15338,"CHINA BASIN ST BETWEEN 03RD ST AND 04TH ST",-122.39044787,37.77194756
12755,"China Basin St BETWEEN 04th St AND Merrimac St",-122.39211438,37.77184716
15339,"CHINA BASIN ST BETWEEN TERRY A FRANCOIS BLVD AND 03RD ST",-122.38824778,37.77208007
5796,"CHRISTOPHER DR BETWEEN BLAIRWOOD LN AND OAK PARK DR",-122.45901036,37.75449033
5802,"CHRISTOPHER DR BETWEEN CLARENDON AVE AND FOREST KNOLLS DR",-122.45442076,37.75696294
5793,"CHULA LN BETWEEN ABBEY ST AND CHURCH ST",-122.42790761,37.76368732
5029,"CHURCH ST BETWEEN 14TH ST AND MARKET ST",-122.42895867,37.76761682
10144,"CHURCH ST BETWEEN 15TH ST AND 16TH ST",-122.42874214,37.76531881
4707,"Church St BETWEEN 18th St AND 19th St",-122.42831615,37.76089029
4527,"CHURCH ST BETWEEN 20TH ST AND LIBERTY ST",-122.42800989,37.7576905
5779,"Church St BETWEEN 23rd St AND Elizabeth St",-122.42754327,37.75287081
5775,"CHURCH ST BETWEEN 25TH ST AND CLIPPER ST",-122.42723874,37.74969635
5773,"CHURCH ST BETWEEN 26TH ST AND CESAR CHAVEZ ST",-122.42708412,37.74809584
5768,"Church St BETWEEN 29Th St AND Day St",-122.42663227,37.74329846
10170,"CHURCH ST BETWEEN 30TH ST AND RANDALL ST",-122.42673283,37.74090466
5774,"Church St BETWEEN Clipper St AND 26Th St",-122.4271614,37.74889577
10171,"CHURCH ST BETWEEN DAY ST AND 30TH ST",-122.42655618,37.74249762
5789,"CHURCH ST BETWEEN DUBOCE AVE AND RESERVOIR ST",-122.42909088,37.76906536
5778,"CHURCH ST BETWEEN ELIZABETH ST AND 24TH ST",-122.42747037,37.75207728
5790,"Church St BETWEEN Hermann St AND Duboce Ave",-122.42917944,37.76990311
10145,"CHURCH ST BETWEEN MARKET ST AND 15TH ST",-122.42888386,37.76681724
5030,"CHURCH ST BETWEEN RESERVOIR ST AND 14TH ST",-122.42901128,37.76820189
5769,"CHURCH ST BETWEEN VALLEY ST AND 29TH ST",-122.42670828,37.74409849
5760,"CIRCULAR AVE BETWEEN FLOOD AVE AND CONGO ST",-122.44133353,37.72964356
5755,"Cityview Way BETWEEN Midcrest Way AND Panorama Dr",-122.45168362,37.74877295
5753,"CLAIRVIEW CT BETWEEN FREDELA LN AND END: 50-99 BLOCK",-122.4499801,37.75466096
5751,"CLARA ST BETWEEN HULBERT ALY AND 05TH ST",-122.40222158,37.77958181
3328,"CLAREMONT BLVD BETWEEN ULLOA ST AND PORTOLA DR",-122.46517901,37.7401728
3197,"CLARENDON AVE BETWEEN ASHWOOD LN AND GALEWOOD CIR",-122.45602205,37.75260639
5740,"CLARENDON AVE BETWEEN CHRISTOPHER DR AND OAK PARK DR",-122.45449551,37.75605496
3127,"CLARENDON AVE BETWEEN GALEWOOD CIR AND OLYMPIA WAY",-122.45613351,37.75189133
5732,"Claude Ln BETWEEN Sutter St AND Bush St",-122.40430404,37.79024813
2329,"CLAY ST BETWEEN BAKER ST AND LYON ST",-122.44493876,37.78935275
2553,"CLAY ST BETWEEN FILLMORE ST AND STEINER ST",-122.43502606,37.79060649
2882,"CLAY ST BETWEEN GRANT AVE AND STOCKTON ST",-122.4065631,37.79423079
10181,"Clay St BETWEEN Laguna St AND Buchanan St",-122.43009204,37.79123408
2519,"CLAY ST BETWEEN PIERCE ST AND SCOTT ST",-122.43831557,37.7901869
5717,"CLAY ST BETWEEN POWELL ST AND CODMAN PL",-122.40972088,37.79382905
5720,"Clay St BETWEEN Powell St AND Stockton St",-122.4089559,37.79392638
2499,"Clay St BETWEEN Scott St AND Divisadero St",-122.43997078,37.78997688
2546,"CLAY ST BETWEEN STEINER ST AND PIERCE ST",-122.43667206,37.79039708
2578,"CLAY ST BETWEEN UNNAMED 111 AND FILLMORE ST",-122.43398698,37.79073845
2319,"CLAY ST BETWEEN WALNUT ST AND LAUREL ST",-122.44965801,37.78875182
13976,"CLAYTON ST BETWEEN 17TH ST AND TWIN PEAKS BLVD",-122.44656124,37.76140211
14906,"Clayton St BETWEEN Haight St AND Waller St",-122.44848425,37.76933124
5702,"Clayton St BETWEEN Parnassus Ave AND Ashbury St",-122.4472792,37.76393798
13730,"CLAYTON ST BETWEEN TWIN PEAKS BLVD AND DEMING ST",-122.44637644,37.76071059
13693,"CLEARFIELD DR BETWEEN EUCALYPTUS DR AND GELLERT DR",-122.49113766,37.73019239
13701,"CLEARFIELD DR BETWEEN MORNINGSIDE DR AND OCEAN AVE",-122.49149816,37.73289583
13702,"CLEARFIELD DR BETWEEN SLOAT BLVD AND MORNINGSIDE DR",-122.49145126,37.73389466
13701,"Clearfield Dr BETWEEN Sloat Blvd AND Ocean Ave",-122.49149816,37.73289583
13691,"CLEARY CT BETWEEN GEARY BLVD AND LAGUNA ST",-122.42672287,37.78427141
13687,"CLEMENT ST BETWEEN 04TH AVE AND 05TH AVE",-122.46281465,37.78301377
13686,"CLEMENT ST BETWEEN 05TH AVE AND 06TH AVE",-122.46388778,37.78296457
5700,"CLEMENT ST BETWEEN 08TH AVE AND 09TH AVE",-122.46709588,37.78282583
13678,"CLEMENT ST BETWEEN 09TH AVE AND 10TH AVE",-122.46816679,37.78277659
13676,"CLEMENT ST BETWEEN 11TH AVE AND 12TH AVE",-122.47030799,37.78267715
13675,"CLEMENT ST BETWEEN 12TH AVE AND FUNSTON AVE",-122.47138051,37.78262431
13673,"CLEMENT ST BETWEEN 14TH AVE AND 15TH AVE",-122.47354754,37.78253153
2318,"CLEMENT ST BETWEEN 15TH AVE AND 16TH AVE",-122.47467311,37.78248318
13670,"CLEMENT ST BETWEEN 18TH AVE AND 19TH AVE",-122.47790891,37.78233448
2281,"CLEMENT ST BETWEEN 19TH AVE AND 20TH AVE",-122.47897957,37.78228457
2143,"CLEMENT ST BETWEEN 23RD AVE AND 24TH AVE",-122.48326946,37.7820992
10219,"CLEMENT ST BETWEEN 25TH AVE AND 26TH AVE",-122.48540979,37.78200006
13668,"CLEMENT ST BETWEEN 30TH AVE AND 31ST AVE",-122.49076497,37.78175075
13643,"Clement St BETWEEN 32nd Ave AND 33rd Ave",-122.49291075,37.78165195
5688,"Clement St BETWEEN 40th Ave AND 41st Ave",-122.50147852,37.78125199
2094,"CLEMENTINA ST BETWEEN KAPLAN LN AND 03RD ST",-122.3991171,37.78448441
13610,"CLEMENTINA ST BETWEEN START: 600-649 BLOCK AND SUMNER ST",-122.4099195,37.77595431
